CMPLID,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,UNKNOWN_50,UNKNOWN_51,sample_group
1821108,11470610,Hyundai Motor America,HYUNDAI,IONIQ HYBRID,2019,Y,20220620,Y,2,0,VEHICLE SPEED CONTROL,Lake Oswego,OR,KMHC75LC9KU,20220623,20220623,,,"One morning, my father turned on the car. It was still in Park. He and my mom heard a noise, as if my dad was pushing on the gas pedal, but he was not. They turned off the car, turned it on again, and everything seemed fine.  After driving for a bit, my father was back home and parking the car. Because of the way the parking lot is, you have to go slowly, less than 10 miles an hour, pushing on the gas a little to go up and incline and then turn right to slide into the parking spot as you break to finally park.  As he was pulling into the parking spot, the car suddenly accelerated uncontrollably, and crashed hard into the building ahead. It broke pieces of the building, and the entire front of the car is totaled. My parents saw fire under the hood and my mom suffered a hand injury.   They are otherwise unharmed.  I know Unintended Sudden Acceleration was an issue with Ioniq EVs from 2019. It looks like it is happening to the hybrids as well.  Thank you for looking into it. ",IVOQ,Y,,N,N,N,,,,,,10,,,,,,,,,,,,,,V,,N,Y,,,RANDOM
1932237,11547586,"Kia America, Inc.",KIA,NIRO PHEV,2022,N,20230930,N,0,0,ELECTRICAL SYSTEM,Weaverville,CA,KNDCC3LD2N5,20231001,20231001,,,"Hi,    We made an appointment for lube oil and filter change for Oct. 12 in Redding. We made the call because the dock to recharge the phone was getting very hot and the phone shut down and said it needed to cool down. Two different phones and several times. We do not use it. During the call to two different dealers. Harper Motors and Redding Kia the said there was another issues with no remedy but we should receive a recall by mail.    This leading to yesterday morning. Sept. 30, 2023 at 08:30. I put my foot on the brake and pushed the start button. Nothing happened except the dash read Check regenerative braking system and some other things then everything shut down and screen went black.    The dash made a winding down sound.  Everything shut down and locked. No response with the  FOB. Hatch will not open. No lights anywhere. I can not move the gear shift to move the gear shift.  It recommends moving the car away from structures and other cars. Because of fire danger. 2022 Kia Niro PHEV. As noted before we made contact with the dealers, They said to have it towed to them. It is a fire safety issue. How do I get it out of my garage with it locked down like this. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2060783,11639362,Hyundai Motor America,HYUNDAI,SONATA,2014,N,20250128,N,0,0,ELECTRICAL SYSTEM,Marietta,GA,KMHEC4A42EA,20250129,20250129,,,When I was driving on highway check brake warning came up with hybrid system warning I wasnât be able to stop or accelerate I slowed down and pulled over might caused a big accident.,IVOQ,N,,N,N,N,,,,,,70,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2126696,11684794,"Kia America, Inc.",KIA,SOUL,2014,N,20250902,N,0,0,UNKNOWN OR OTHER,Dallas,TX,KNDJN2A21E7,20250903,20250903,,,"On [XXX], my 2014 Kia Soul received the PI2002A Knock Sensor Detection System (KSDS) ECU update at Southwest Kia, 39650 Lyndon B Johnson Freeway South, Dallas, TX 75237. After the update, the engine sustained catastrophic damage (a hole in the block). Southwest Kia informed me that Kia denied the engine replacement under warranty, which is inconsistent with the official PI2002A bulletins (NHTSA #MC-10172065 and MC-10189615). These bulletins clearly state that the short block warranty is extended and that engine replacement is covered for this type of failure.  I am requesting an immediate review of my case, a written explanation for the denial, and a timeline for resolution, as my vehicle is currently inoperable. Attached are service records, photos of the engine damage, and copies of the PI2002A bulletins for reference.  INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2098867,11665716,"Kia America, Inc.",KIA,SORENTO,2023,N,20250606,N,0,0,BACK OVER PREVENTION: REARVIEW SYSTEM BRAKING,Pittsburgh,PA,5XYRHDLF0PG,20250609,20250609,,,"Even though the dealership reports that safety recall 23V610 / SC280 for the mounting clip replacement was completed on 2/16/24, my rearview camera has just fell out of its housing, hanging by its wires, with the mounting clips laying broken in my driveway. My rearview camera is currently unusable; its taped up so that it is not just swinging by the wires.  When I contacted my dealership, they are pretty sure they can get this work covered under the warranty, but they are not sure. And my VIN# is currently not pulling up any ""Active Recalls"".  Either the clips they used to replace the previous clips were also bad, or the dealership didnt actually complete the work as reported.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2172372,11714963,Hyundai Motor America,HYUNDAI,IONIQ 5,2022,N,20260107,N,0,0,ELECTRICAL SYSTEM,Allentown,PA,KM8KNDAF6NU,20260202,20260202,,,"My vehicle recently experienced issues charging. It would not charge using a Level 1 or 2 charger, but would allow limited Level 3 charging. After having the vehicle inspected by a Hyundai dealership, they confirmed that the ICCU had failed for the vehicle. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2192077,11728130,Hyundai Motor America,HYUNDAI,TUCSON,2026,N,20260302,N,0,0,ELECTRICAL SYSTEM,Parker,CO,KM8JBDD19TU,20260330,20260330,,,"I am writing to formally document a serious, recurring safety defect in ou 2026 Hyundai Tucson Hybrid, purchased less than a month ago. The vehicle has now exhibited multiple distinct dashboard warning faults related to the electronic shifter system, has left me stranded on more than one occasion, and has been sitting at Schomp Hyundai in [XXX] , for the second time, for over one week, with no resolution. The dealership has been unable â or unwilling â to properly diagnose the issue despite photographic documentation of the active fault warnings and the existence of Hyundai-issued Technical Service Bulletins directly addressing this problem. This letter serves as formal written notice pursuant to Colorado's Lemon Law (C.R.S. Â§ 42-10-101 et seq. Since taking delivery, I have experienced multiple occurrences of two distinct dashboard fault warnings on this vehicle. Both have been photographically documented with date-stamped images: â¢ ""Shifter System Malfunction! Service Immediately"" â The vehicle became inoperable and could not shift gears, leaving me stranded. ""PARK Malfunction. Engage parking brake when parking vehicle."" â A secondary fault indicating failure of the electronic park system, creating a serious safety hazard. These faults are not related to any collision or external damage. They are pre-existing manufacturing defects that began occurring in the first week of purchase. Notably, this is a known and documented issue affecting Hyundai Tucson Hybrid models. Hyundai has issued Technical Service Bulletins TSB #21-AT-007H and TSB #21-AT-009H. I drove the vehicle approximately 8 times (including to and from the repair center) and have had the issue multiple times.I am formally requesting the following immediate actions: â¢ Direct the dealership to perform a complete GDS historical DTC scan per TSB #21-AT-007H and #21-AT-009H and provide full written results.  INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,CO,,RANDOM
1996139,11591991,Hyundai Motor America,HYUNDAI,ELANTRA,2021,N,20230309,N,0,0,UNKNOWN OR OTHER,Clearwater,FL,KMHLL4AGXMU,20240602,20240602,,,Significant water leak which I believe is due to a failure in the door seals. My personal safety is at risk due to a mold issue. The problem has been reproduced and confirmed by the Hyundai dealershipâs service department (multiple visits). This problem is well documented by many individuals in the Hyundai Forums site. The results were the dealership pushes the vehicle back at the consumer without it being corrected. Problem has been occurring since purchased. I recognized the issue in early 2023,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1791071,11449465,Hyundai Motor America,HYUNDAI,KONA,2022,N,20211127,N,0,0,FORWARD COLLISION AVOIDANCE: ADAPTIVE CRUISE CONTROL,Ammon,ID,KM8K5CA38NU,20220130,20220130,,,"The cruise control does not engage. When setting the adaptive cruise control I have had the car slow down 15-20 mph before turning the cruise control off because traffic is backing up behind me and I become a hazard on the road. I have taken it to 2 different dealerships, the one I purchased the car from and one that is closer to my home as I moved and now live in a different state from where I purchased the car. Both dealerships claimed they were not able to replicate the issue. However, every time I drive the car and try to use cruise control I have the same issue of the cruise control not engaging. The car dashboard's speed indicator is supposed to turn green and make a ""ding"" sound when you engage the cruise control at the posted speed limit. My car does not do this. The speed limit on the freeway here is 80mph and it will turn green and ""ding"" at 81mph but still not actually engage and maintain the speed. I have had numerous incidents where cars behind me honk and have to go around because I was slowing down so much. I spoke with another 2022 Kona owner and they stated that they have had the same problem and they were told the same thing by a different dealership that they bought their vehicle from. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2113390,11675793,Hyundai Motor America,HYUNDAI,PALISADE,2025,N,20241203,N,0,0,LANE DEPARTURE: WARNING,PALM BAY,FL,KM8R44GE2SU,20250724,20250724,,,"The Lane Guidance and Lane assist malfunctions / failures numerous times at highway speeds. The vehicle tried to forcibly steer me into the next lane for no reason. Typically a vehicle is approaching from the rear and the acting by the Palisade would have caused a serious accident. This has been documented numerous time since November 25, 2024. The steering places excessive force on the steering which is very traumatic on the highway driving at posted speeds. In the event my wife was driving the 2025 Palisade, she wouldn't have been able to keep the vehicle centered in the lane, due to the forces on the steering wheel. This has occurred numerous times over the past 8 months. No real help from Hyundai Corporate Cust Serv,  since Dec 2024.  Claim  40091189  While going down a 4 lane road, Babcock Road, Palm Bay FL, the at around 40 mph the vehicle immediately reduced my speed to 20 mph. This nearly caused a major accident. There was no reason for the drop in speed so abruptly. I had not touched any controls, cruise control was not on, there wasn't a school zone. Something caused the vehicle to reach that way immediately. By pushing on the gas pedal did nothing. It remained at around 20 mph till I was able to turn off into a parking lot and the engine turned off. There are numerous intermittent problems with this 2025 Palisade that need to be addressed be for the vehicle causes a major accident and lives lost.  The vehicle has been back to dealerships 6 times and no real troubleshooting took place. This has caused numerous near death traumatic experiences. 2025 Palisade is very dangerous at highway speed with the additional Steering safety features turned on. The vehicle has been back to dealerships 6 times and no real troubleshooting took place. This has caused numerous near death traumatic experiences. 2025 Palisade is very dangerous at highway speed with the additional Steering safety features turned on.  There are photos, videos and other documentation available. ",IVOQ,N,,N,N,N,,,,,,65,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1859987,11497870,"Kia America, Inc.",KIA,SOUL,2020,N,20221130,N,0,0,FORWARD COLLISION AVOIDANCE: WARNINGS,Deltona,FL,KNDJ63AU1L7,20221217,20221217,,,The vehicle stalls and turns off while stopped. The vehicle turns off quickly with all dash light sensors turned on with a front collision warning. The vehicle can only be restarted when is boosted. The battery was checked and is in good working condition. ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1967888,11572261,Hyundai Motor America,HYUNDAI,SANTA FE,2014,N,20230323,N,0,0,UNKNOWN OR OTHER,Anniston,AL,KM8SRDHFXEU,20240215,20240215,,,"For months there was a knocking/rattling sound coming from under my hoodâ¦ I never got my oil changed at Hyundai. I always went to 10 minute express for my oil changes. The one time i do decide to go to Hyundai for an oil change/ inspection my car engine seizes 2 months later. Found out it seized due to no oil, there was no low oil pressure light on no warning light nothing. Hyundai doesnât and wonât fix the issue. Mind you Iâve been keeping my car maintenance every 3 months when it comes to an oil change. The day i decide to use Hyundai is the reason why my car stopped working. After taking the dead car to Hyundai they said after 200,000 miles the engine drinks a lot of oil. Again nobody told me this til after. Iâm very upset with Hyundai cause they donât see their fault in this. Since Iâm not the original owner itâs nothing they can do. I got extended warranty on it and it was a waste of money",IVOQ,N,,N,N,N,,,,,,55,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1906724,11530138,Hyundai Motor America,HYUNDAI,ELANTRA,2017,Y,20221026,N,1,0,ELECTRICAL SYSTEM,Tamarac,FL,5NPD84LF5HH,20230703,20230703,25000,,"The contact owns a 2017 Hyundai Elantra. The contact stated upon coming to a complete stop, the vehicle accelerated unintendedly over a concrete bar and drove up a hill. The contact depressed the brake pedal but to no avail. The contact steered the vehicle to the right direction to avoid entering a pool. She then crashed into multiple objects including trees, concrete parking bars, and multiple vehicles before coming to a stop. The air bags did not deploy upon impact. The contact was taken to the hospital by ambulance and was treated for injuries to her neck and back. A police report was filed. Due to the failure, the vehicle was towed to an independent tow yard where it was destroyed. Parking barriers and trees were damaged as a result of the failure.  The manufacturer was notified of the failure. The failure mileage was approximately 25,000. ",EVOQ,Y,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,Y,Y,,,RANDOM
1841710,11485142,"Kia America, Inc.",KIA,TELLURIDE,2022,N,20220901,N,0,0,VEHICLE SPEED CONTROL,Mount Sterling,KY,5XYP6DHC3NG,20220919,20220919,,,1. Speedometer displayed 0 mph on the display screen and odometer. It took 2 days for it to start working again.   2. Backup camera displayed a green screen with a error message for 4 hours. ,IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1975226,11577338,"Kia America, Inc.",KIA,SPORTAGE,2017,N,20231115,N,0,0,ELECTRICAL SYSTEM,Lutz,FL,KNDPN3AC6H7,20240314,20240314,71000,,"The contact owns a 2017 Kia Sportage. The contact stated while reversing in a parking lot, the contact became aware that there was a significant amount of engine oil had leaked onto the ground. The contact stated that she added oil to the vehicle and drove to the residence. The vehicle was then towed to the dealer, where it was diagnosed that the oil pressure switch had failed, causing oil intrusion in the wiring harness and in the computer and components. The dealer determined that the wiring harness, the computer, and the oil pressure switch needed to be replaced. The vehicle was not repaired. The manufacturer was notified of the failure, but no assistance was provided. The failure mileage was approximately 71,000. ",EVOQ,N,,N,N,N,,,,,,,,,,,,,,,Kia of Wesley Chapel,,Wesley Chapel,FL, 33543,V,,N,Y,,,RANDOM
2163632,11709161,Hyundai Motor America,HYUNDAI,SONATA,2009,N,20251201,N,0,0,ELECTRICAL SYSTEM,High Point,NC,5NPET46C49H,20260106,20260106,,,"Brakes seize up while driving and then cannot move the vehicle. This causes a dangerous situation while driving and then breaks lock up and cannot move car even though vehicle is on and then stopped for a stop light. Car must then be turned off and sit for about 30 minutes so it can unseize and when that happens, you can then resume driving and then check engine light comes on. Brake lights were staying on even when vehicle is shut completely off. ABS and ESC lights stay on consistently and never turn off. Vehicle brake switch was replaced at Carolina Hyundai of high point, NC. So break lights have been repaired. They had to order the stop switch lamp replacement for recall as it was never done and will be fixed in next week. 3 door handles fell off and cannot open the rear driver side door at all. Window electric system wonât let windows go up and down and had to make a latch pull string to open driver door. Passenger door will not open at all and no handle and is a dangerous situation. Break switch not being replaced would have cause an electrical fire and is a complete dangerous vehicle even after being inspected less than a week ago",IVOQ,N,,N,N,N,,,,,,45,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1937615,11551339,Hyundai Motor America,HYUNDAI,SONATA,2014,N,20231023,N,0,0,ELECTRICAL SYSTEM,Miami Shores,FL,5NPEB4AC1EH,20231023,20231023,,,"when using the turn signals, either way, the headlights cut off. sometimes they flicker back on and sometimes they stay off.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2030807,11618678,"Kia America, Inc.",KIA,EV9,2024,N,20241008,N,0,0,ELECTRICAL SYSTEM:INSTRUMENT PANEL:SPEEDOMETER/ODOMETER:SENSOR/SENDING UNIT,Rochester ,MI,KNDAEFS51R6,20241008,20241008,,,"After starting and backing the car out of a parking spot, I noticed the instrument cluster display screen behind the steering wheel was completely blank, except for the letter of the gear I was in (P, R, or D) in the bottom center of the screen.  The symbol for the parking brake also appeared in the bottom left of the screen, and the Door Ajar symbol at the top of the screen.  The Heads Up display was also not working at all. When the turn signal was used, I could not see the light flash on the screen, and there was no audible noise telling me the turn signal was on.  In fact, many audio notifications did not work. I had no ability to see my speed as both the speedometer and Heads Up Display were not working.  I also could not see what mode of regenerative braking was being used, or any other vehicle status that normally appears on the status display. This is dangerous situation for multiple reasons:  1) I can not see how fast I was going 2) There were no safety indicators, visual or audio, that the seat belt is not used. 3) I can not tell if my turn signal was on, which could result in an accident when changing lanes if it wasn't working 4) I can not see how much range is left, potentially resulting in a situation where I get stranded. 5) I could not see what mode of regenerative braking I was in. This is important to ensure the car can be stopped in a safe manner, as each mode affects the stopping distance required. The problem can be reproduced.  I am unable to get the display cluster screen to reappear.  I have turned the car off and on and it still remains blank along with the heads up display.  I have also changed settings for the display cluster in the main menu, but it does not work.   I have not had an oppty to have this car inspected yet, but it is available upon request.  I plan to call Kia to schedule an appointment. There was also no warning this could occur.  I have not had an issue like this appear before.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2068556,11644624,"Kia America, Inc.",KIA,EV6,2022,Y,20250222,N,0,0,UNKNOWN OR OTHER,Saint Augustine,FL,KNDC3DLCXN5,20250224,20250224,,,"On [XXX], I pulled into a parking space, and the car suddenly accelerated, jumped the curb, and hit the building.  This is the second time this happened.  It happened when I was parking in May 2022; the car suddenly accelerated and struck a fence.   In all my time driving this car, I have never had an issue breaking or parking.  There was an immediate surge in both cases, and I am confident that my foot was on the break.  In both cases, I did not get any collision warning from the car or emergency braking.  I know from experience driving this car that when the vehicle /system determined I was too close to something of danger, I would get a collision warning and an immediate breaking by the vehicle.  I reported the issue to the KIA dealership for the first time and wrote a report; they said they had not heard of the problem but would note it.  If there had been a person walking when this happened,  I am sure serious, if not fatal injuries would be occur.  INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)     ",IVOQ,N,,N,N,N,,,,,,0,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1919847,11539110,Hyundai Motor America,HYUNDAI,TUCSON HYBRID,2022,N,20230816,N,0,0,VEHICLE SPEED CONTROL,Tamaqua,PA,KM8JECA1XNU,20230817,20230817,,,"The car shook and then lights and alarms went off indicating something went wrong with the hybrid system.  The car stopped accelerating, would shake, and then accelerated no more than 10 mph.  It was absolutely crazy!  Luckily, the highway that I was traveling on was not a busy one at the time because all I thought was this could have been a major accident if on a fast moving freeway.  I managed to pull over and started reading online about this issue occurring with other customers who purchased the same or similar vehicle.  So, I found a post and had shut the car off for 5 minutes, then restart and sit for 10 minutes, and then the car should work.  It did!  However, during the time of waiting I did reach out to the dealership and they said if the car is working there is nothing they could do.  So, I assumed it was safe to use travel to work for a meeting and set up my classroom for the start of the new school year.  On my way home from school, the issue happened again.  I immediately contacted the dealership and was able to get the car to them.  They started running diagnostic tests and currently have the vehicle on hand.  However, I don't really feel safe now with this car given the circumstances.  What if this should happen again? What if this happens to me or someone else who is traveling on a busy highway and it causes injury or even death to an accident.  The engine light came on, battery light flickered on and off, the car shook, the car's HEV system warning was going off, etc.   Please help and look into this matter. I do not have any documentation of repair as the car currently sits at the dealership, but I was so upset thinking about what could have happened and felt the need to report the issue. ",IVOQ,N,,N,N,N,,,,,,50,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1796890,11453339,Hyundai Motor America,HYUNDAI,TUCSON,2016,N,20220207,N,0,0,UNKNOWN OR OTHER,Hamilton,NJ,KM8J3CA44GU,20220222,20220222,,,"The drivers side door almost never opens, I have to open the passenger side door to gain entry into the vehicle.  In addition, the drivers side window at times will not open.  I am not sure if this is an electrical problem.  On occasion, this also happens on the passenger side.  I do not want to be trapped in my car or have my passengers trapped.    Previously the drivers side back door would not open and the dealership replaced the latch.  At times I still have issues with the door opening from the inside and out, despite being unlocked. Rear driver side door does not open. It is not locked, child locks are not on. After reading multiple online forums it appears Hyundai is aware of the issue and not creating a Recall for this issue. The lock actuator needs to be replaced, Hyundai is charging outrageous fees to have this resolved. This is a HUGE safety issue. If the vehicle is in an accident any person sitting in the front drivers side, front passenger side and back seatsof the vehicle would not be able to get out of the vehicle on the rear driver side of the vehicle.   This is a huge safety concern if I were in an accident and could not open this door. I have seen DOZENS of other reports of people having this same issue and a recall should be issued immediately to fix this potential life threatening and dangerous issue.  ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2136630,11691506,"Kia America, Inc.",KIA,SORENTO,2025,N,20250718,N,0,0,UNKNOWN OR OTHER,Springtown,TX,5XYRK4JF9SG,20251005,20251005,,,Transmission concern. Randomly rolls forward (about 1-2 feet) when placed in reverse. It rolls forward before it finally catches to reverse. I have rolled into and tapped another vehicle when exiting a parking spot. I have taken it to two different Dealers and they said basically it does that and I need to account for it. This car is a liability. ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2205835,11737339,Hyundai Motor America,HYUNDAI,IONIQ HYBRID,2020,N,20260430,N,0,0,ELECTRICAL SYSTEM,Ft. Lauderdale,FL,KMHC75LC7LU,20260512,20260512,,,"While attempting a slow right turn from a complete stop at an intersection, I heard a loud thunk sound followed by an immediate loss of power steering response. The steering wheel spun freely with little resistance while the front tires did not respond proportionally. I was able to safely pull over. Upon restarting the vehicle it produced an abnormal wheezing sound suggesting additional mechanical stress. At the time of the failure the vehicle had approximately 40,000 miles, which I believe represents a premature failure for a safety-critical steering component.  The vehicle was brought to a Hyundai dealership for inspection. The dealer pulled diagnostic fault codes, found none, performed a 20-minute test drive, and returned the vehicle stating they could not find anything wrong. No physical inspection of the steering components was performed. The failure condition â a slow full-lock turn from a complete stop â was never specifically replicated during the dealer's test drive.  The problem has not been confirmed or repaired by the dealer. The vehicle is available for inspection. My safety and the safety of other drivers was put at risk by the sudden and unexpected loss of steering control. No warning lights appeared prior to or during the failure.",IVOQ,N,,N,N,N,,,,,,10,,,,,,,,,,,,,,V,,N,N,FL,,RANDOM
2175668,11717182,"Kia America, Inc.",KIA,EV6,2025,N,20251231,N,0,0,ELECTRICAL SYSTEM,Mc Kees Rocks,PA,5XYC3DJC8SG,20260211,20260211,,,"initial filed #11708370 (1/2/2026) 2nd filed #11717025 (2/10/26) Yesterday afternoon (2/10/26), I was told by Jim Shorkey Kia Wexford PA that no error codes are on the EV6, it is ready for pick up. Before I received this call, there was a software update done on the EV6 (see service records) I attached 2 photos of the software update as well.  ICCU ASSY was replaced, etc. was told per Shorkey Kia since there are no issues with my EV6, as of Friday when they initially called to say my vehicle was ready for pick up, Kia considers my problem resolved. I know Iâll be paying for the car rental for X number of days, even though the EV6 did not get the software update until this past Tuesday, yesterday 2/10/26, which cleared the 3 codes that were still showing on the Kia app earlier morning yesterday, screenshot of that attached as well. I have my car, no codes visible now. ",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1963663,11569352,Hyundai Motor America,HYUNDAI,PALISADE,2023,N,20231220,N,0,0,UNKNOWN OR OTHER,Hoover,AL,KM8R74GE7PU,20240201,20240201,,,I bought a 2023 hyundai palisade calligraphy and I found out the seat controls do not work and the air condition doesnât work but they were fixed  but the most important thing is the BLUE LINK BUTTON WHERE THE REAR VIEW MIRROR IS  inside the car that I need in case of an emergency doesnât work at all and doesnât connect to hyundai blue link . I called hyundai manufacturer and I called hyundai blue link several times and their stupid engineers couldnât fix the problem and I went to the dealership and their service dept and they couldnât fix the issue . This is a brand new car that the blue link inside it doesnât work at all and I paid for 3 years service .i push the blue link butto then it connects then it ends with no ring tone and no one on the other side . It keeps disconnecting and fails to connect me to blue link . This is a major defect in the hyundai palisade calligraphy and needs to be addressed seriously and professionally by hyundai and get it fixed immediately. I am attaching photos and videos and on my car screen it shown that blue link ended on 12/31/2023 but that is wrong because I have blue link until 1/26/2026 three more years but my car screen has it as expired on 12/31/2023 and that is wrong  ,IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
1890746,11519146,Hyundai Motor America,HYUNDAI,ACCENT,2017,N,20221101,N,0,0,ELECTRICAL SYSTEM:IGNITION:ANTI-THEFT:IMMOBILIZER/PROXIMITY:SENSOR,Minneapolis,MN,KMHCT5AE5HU,20230426,20230426,,,"Car got broken into and now has no wipers, bumper is falling off and mirror is cracked. Not happy that there wasn't a vehicle immobilized system in a car like this.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2187065,11724812,Hyundai Motor America,HYUNDAI,SONATA,2016,N,20260314,N,0,0,UNKNOWN OR OTHER,Omaha,NE,5npe24af3gh,20260316,20260316,,,"code P1326 unable to accelerate, drive past 1st gear and knocking noise in engine area engine could stall out or lock up if problem is not fixed 3/14/2026- started engine light blinking warning light also  code p1326 has had recalls for this particular car brand",IVOQ,N,,N,N,N,,,,,,5,,,,,,,,,,,,,,V,,N,N,NE,,RANDOM
2184674,11723216,Hyundai Motor America,HYUNDAI,SANTA FE,2021,N,20260217,N,0,0,UNKNOWN OR OTHER,Cleveland,SC,5NMS2DAJ1MH,20260310,20260310,,,My horn stopped working. Not under warranty but I believe it is a safety issue. A replacement horn is not available and not under warranty. Online search revealed this is a common issue ,IVOQ,N,,N,N,N,,,,,,55,,,,,,,,,,,,,,V,,N,N,SC,,RANDOM
2052924,11633900,Hyundai Motor America,HYUNDAI,TUCSON,2019,N,20241216,N,0,0,ELECTRICAL SYSTEM,Wenatchee ,WA,KM8J33A42KU,20250103,20250103,,,The MDPS sensor is faulty and the electronic power steering shut down on my wife while she was driving on the highway.,IVOQ,N,,N,N,N,,,,,,60,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2103483,11668936,Hyundai Motor America,HYUNDAI,IONIQ 5,2023,N,20250621,N,0,0,UNKNOWN OR OTHER,Palo Alto,CA,KM8KNDAF3PU,20250624,20250624,,,"I bought this ioniq 5 pre-owned at 10,000 miles on 6/21/25. Clean carfax and no active recalls. One mile off the lot the system I received the message ""12V battery voltage low. Stop safely."" The car completely turned off. Could not put it in neutral. I was stranded on the road and it could have caused an accident. I got it towed near an auto shop and bought a new battery, thinking it was just a dead 12V battery. The car turned on and seemed to resolved the issue, but after 20 minutes of driving, it completely turned off again on the road. Very dangerous. I dropped it off at Platinum Hyundai of Tracy dealership and am awaiting a diagnostic.",IVOQ,N,,N,N,N,,,,,,40,,,,,,,,,,,,,,V,,N,N,,,RANDOM
2195545,11730403,Hyundai Motor America,HYUNDAI,SANTA FE,2024,N,20240924,N,0,0,ELECTRICAL SYSTEM,Salado,TX,5NMP54GLXRH,20260410,20260410,,,"The digital screens that contain the gauge cluster and infotainment array intermittently flicker, black out, or go to static.  Sometimes it's one side or the other and sometimes it is both. When the gauge cluster screen is affected, the heads-up display on the windshield also turns off. All of this can happen while the vehicle is idle or while driving.  Sometimes the displays flicker and sometimes they just black out or go to static for the entirety of the drive. It is available for inspection.  The biggest safety concerns are the complete lack of a speedometer or warning lights when this problem occurs.  The problem did not have to be reproduced by the dealer because the screens and the HUD were completely blacked out when the vehicle was taken in for service.  The problem was supposedly ""repaired"" with an ""update"".  The problem has since resurfaced.  The vehicle was inspected by service center personnel at a Hyundai dealership.  When asked, a representative of that dealership stated that the problem is common amongst all Hyundai models featuring digital displays.  There was no warning of the problem.  One day the problem did not exist and the next it did.",IVOQ,N,,N,N,N,,,,,,,,,,,,,,,,,,,,V,,N,N,TX,,RANDOM
