제작자,차명,차명_정규화,모델_영문,미국판매여부,생산기간(부터),생산기간(까지),리콜개시일,리콜개시일_dt,리콜대수,리콜대수_n,sw관련,리콜사유
현대자동차,뉴파워트럭,뉴파워트럭,뉴파워트럭,False,2018-09-20,2019-03-28,2019-12-06,2019-12-06,30,30,False,2-3축을 연결하는 인터프로펠러샤프트와 트러니언베이스 간섭 ※ 트러니언베이스 : 프레임에 고정되어 축하중을 프레임에 전달하는 부품 ※ 인터프로펠러샤프트 : 2축의 동력을 3축으로 전달하는 회전축 (트러니언베이스 대비 강도가 뛰어나 간섭 시 영향 없음)
현대자동차,마이티 내로우,마이티 내로우,마이티 내로우,False,2015-10-26,2019-11-27,2020-01-17,2020-01-17,3992,3992,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
현대자동차,쏠라티,쏠라티,쏠라티,False,2015-03-09,2019-12-16,2020-01-17,2020-01-17,3312,3312,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
현대자동차,그랜드스타렉스(TQ) 밴,그랜드스타렉스 밴,그랜드스타렉스 밴,False,2016-08-25,2019-07-30,2019-12-27,2019-12-27,58665,58665,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
현대자동차,그랜드스타렉스(TQ) 왜건 9인승,그랜드스타렉스 왜건 9인승,그랜드스타렉스 왜건 9인승,False,2017-07-13,2019-07-30,2019-12-27,2019-12-27,9990,9990,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
현대자동차,그랜드스타렉스(TQ) 왜건 11인승,그랜드스타렉스 왜건 11인승,그랜드스타렉스 왜건 11인승,False,2015-08-10,2019-03-23,2019-12-27,2019-12-27,61485,61485,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
현대자동차,포터2(HR),포터2,PORTER,False,2016-08-29,2019-07-24,2019-12-27,2019-12-27,295982,295982,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
기아,봉고3(PU),봉고3,BONGO,False,2016-08-30,2019-08-30,2019-12-27,2019-12-27,177653,177653,False,2.5ℓ 디젤 엔진 흡입공기 제어밸브 작동 로직 설정 오류로 주행 중 시동꺼짐 발생 가능 → 흡입공기 제어밸브의 위치가 정상위치와 다를 경우 이를 해결하기 위한 로직이 작동되는데 작동 초기 2초간 정보전달 유예시간이 설정되어 있어 유예시간 동안 정상위치가 되더라도 정상 판정을 하지 않고 지속적으로 로직이 작동되어 RPM 불안정 및 경고등 점등 발생 ※ 흡입공기 제어밸브 : DPF 재생 시 밸브의 개폐를 통해 흡입 공기량 제어
기아,쏘렌토(UM),쏘렌토,SORENTO,True,2019-01-23,2019-12-06,2019-12-27,2019-12-27,31193,31193,True,"다기능 카메라(MFC)와 전방 충돌방지 제어기(FCA ECU)간 소프트웨어 오류로 전방 보행자 충돌 위험 상황 시 긴급제동 기능 미작동 ※ 전방 충돌방지 보조(FCA) : 주행 중 전방 장애물과의 충돌을 피하거나 충돌 위험을 줄여주기 위한 목적으로 운전자에게 위험을 경고하고 차량의 제동을 제어하여 운전자/차량 피해 경감하는 주행안전 보조 시스템 ※ 다기능카메라(MFC) : 차량의 전방에 부착되어 추돌, 차선이탈 등을 예측하여 사고를 미연에 방지 기능의 카메라"
현대자동차,쏘나타(DN8),쏘나타,SONATA,True,2019-03-11,2019-09-24,2020-01-30,2020-01-30,12902,12902,False,연료펌프 제어 유닛 내부 인쇄회로기판(PCB)의 제조불량(인쇄회로폭이 기준보다 협소)으로 냉간 시동 시 연료펌프 제어 유닛으로 유입되는 고전류에 의해 단선 발생 가능
현대자동차,아반떼(HD),아반떼,ELANTRA,True,2005-08-17,2010-08-17,2020-02-17,2020-02-17,414695,414695,True,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
현대자동차,i30(FD),i30,I30,False,2006-11-07,2010-12-13,2020-02-17,2020-02-17,76407,76407,True,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
현대자동차,GV80(JX),GV80,GV80,True,2020-01-07,2020-02-11,2020-02-27,2020-02-27,823,823,True,"GV80 스마트스트림 D3.0 엔진 장착 차량에서 공회전 제한 시스템(ISG) 로직 설정 오류로 계기판에 ISG 경고 문구가 표출된 후 일부 조건에서 변속이 정상적으로 되지 않을 가능성 * ISG 경고 문구 : 'AUTO STOP 시스템 해제! P 또는 N단에서 시동을 거십시오' ※ 공회전 제한 시스템(ISG, Idle Stop and Go) : 정차 시 자동으로 엔진을 일시 정지 및 재시동하여 연비를 향상시키고 배출가스 발생을 억제하는 시스템"
현대자동차,GV80(JX1),GV80,GV80,True,2020-03-16,2020-04-08,2020-04-20,2020-04-20,478,478,False,GV80 스마트스트림 G3.5 엔진 장착 차량에서 인젝터 조립 장비 정렬이 간헐적으로 틀어짐으로써 조립 시 인젝터 원형 고무링 손상되어 연료 누유 발생 ※ 원형 고무링 : 인젝터의 기밀성을 유지하기 위해 밀봉부에 사용하는 부품
현대자동차,GV80(JX1),GV80,GV80,True,2019-12-31,2020-04-06,2020-04-20,2020-04-20,3247,3247,True,고속도로 주행 보조2(HDA2) 기능 작동 중 제어기 통신 불량 감지 시 차로 변경 보조(LCA) 고장 경고 문구가 표출되지 않음
현대자동차,GV80 (JX1),GV80,GV80,True,2020-01-07,2020-02-18,2020-04-20,2020-04-20,757,757,False,원격 스마트 주차 보조 기능(RSPA) 고장 감지 시 필요한 차량 제어 로직 미흡으로 원격 주차 시 원격 스마트 주차 보조 기능이 정상 작동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템
현대자동차,그랜져 (IG PE),그랜져,그랜져,False,2019-11-06,2020-03-07,2020-04-20,2020-04-20,1941,1941,False,원격 스마트 주차 보조 기능(RSPA) 고장 감지 시 필요한 차량 제어 로직 미흡으로 원격 주차 시 원격 스마트 주차 보조 기능이 정상 작동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템
현대자동차,쏘나타 (DN8),쏘나타,SONATA,True,2019-03-04,2020-03-23,2020-04-20,2020-04-20,22415,22415,False,원격 스마트 주차 보조 기능(RSPA) 고장 감지 시 필요한 차량 제어 로직 미흡으로 원격 주차 시 원격 스마트 주차 보조 기능이 정상 작동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템
기아,K5 (DL3),K5,K5,True,2019-11-18,2020-02-11,2020-04-20,2020-04-20,3758,3758,False,원격 스마트 주차 보조 기능(RSPA) 고장 감지 시 필요한 차량 제어 로직 미흡으로 원격 주차 시 원격 스마트 주차 보조 기능이 정상 작동 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템
현대자동차,제네시스쿠페(BK),제네시스쿠페,GENESIS,False,2016-03-03,2016-05-25,2020-05-14,2020-05-14,55,55,True,운전석 에어백 모듈 하단의 고정 볼트 풀림으로 이음발생 및 운전석 에어백 모듈이 이탈될 수 있는 결함
기아,카니발(VQ),카니발,CARNIVAL,True,2005-06-10,2009-12-14,2020-05-25,2020-05-25,79001,79001,True,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
기아,쏘렌토(BL),쏘렌토,SORENTO,True,2006-04-10,2008-12-01,2020-05-25,2020-05-25,34497,34497,True,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
기아,그랜드카니발(VQ) 승용,그랜드카니발 승용,CARNIVAL,True,2010-04-09,2014-03-31,2020-05-25,2020-05-25,388,388,False,3.5ℓ MPI 가솔린 엔진 장착 차량에서 연료 공급 파이프 제조 불량에 의한 파이프 두께 불균일로 장기간 사용 시 파이프 손상에 의한 누유 발생
기아,그랜드카니발(VQ) 승합,그랜드카니발 승합,CARNIVAL,True,2011-06-08,2014-03-26,2020-05-25,2020-05-25,369,369,False,3.5ℓ MPI 가솔린 엔진 장착 차량에서 연료 공급 파이프 제조 불량에 의한 파이프 두께 불균일로 장기간 사용 시 파이프 손상에 의한 누유 발생
현대자동차,싼타페(CM),싼타페,SANTA FE,True,2005-03-16,2009-07-09,2020-05-25,2020-05-25,181124,181124,True,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
현대자동차,싼타페(TM),싼타페,SANTA FE,True,2018-09-14,2019-11-25,2020-06-05,2020-06-05,111609,111609,False,일부 차량에서 브레이크 호스 내 공기빼기 작업 미흡으로 인해 제동력 제어 시점 지연으로 자동차안정성제어장치(ESC) 작동 조건에서 차량의 측방향 미끄러짐이 일부 발생할 수 있는 기준 부적합 결함이 발견되어 제작결함시정을 하고자 함
현대자동차,GV80(JX1),GV80,GV80,True,2019-11-07,2020-06-18,2020-07-06,2020-07-06,15997,15997,True,GV80(JX1) 차량에서 경사로 정차 시 계기판 내 주행가능거리가 과도하게 높게 표시되어 주행가능거리로만 판단 후 지속 운행 시 연료부족으로 인하여 시동이 꺼질 가능성
기아,카니발(YP),카니발,CARNIVAL,True,2019-07-26,2020-04-06,2020-07-16,2020-07-16,4123,4123,False,알터네이터 B+단자 안착부 형상 변경에 따른 너트 불완전 체결 ※알터네이터 : 엔진의 회전력에 의해 전기를 생산하여 차량의 각종 전기장치에 전력을 공급하는 전원장치
기아,카니발(YP),카니발,CARNIVAL,True,2019-09-26,2020-04-01,2020-07-16,2020-07-16,107,107,False,알터네이터 B+단자 안착부 형상 변경에 따른 너트 불완전 체결 ※알터네이터 : 엔진의 회전력에 의해 전기를 생산하여 차량의 각종 전기장치에 전력을 공급하는 전원장치
현대자동차,유니버스,유니버스,유니버스,False,2015-02-16,2016-11-25,2020-07-16,2020-07-16,47,47,False,클러치부스터 고정 플레이트 파손으로 인해 파편이 낙하하여 인근 차량에 영향을 줄 수 있는 결함 * 클러치부스터 : 클러치 페달의 밟는 힘을 경감시키는 클러치 배력 장치
현대자동차,아반떼(HD),아반떼,ELANTRA,True,2008-09-30,2009-02-19,2020-07-16,2020-07-16,2730,2730,False,충돌 사고로 인한 운전석 에어백 전개 시 인플레이터 내부 가스 배출이 정상적으로 되지 않아 내부 압력 증가로 인플레이터 용기가 파손될 수 있는 결함
기아,쏘울 EV(PS EV),쏘울 EV,SOUL,True,2014-04-16,2016-06-27,2020-07-16,2020-07-16,2078,2078,False,"주행 중 비정상적 사용(변속레버 P단 진입)을 반복할 경우 감속기 내부 부품이 마모될 가능성이 있는 결함 * 감속기 : 모터의 회전을 바퀴에 효율적으로 전달하기 위한 장치이며, 모터의 회전수를 필요한 수준으로 감속해 더 높은 토크를 얻을 수 있도록 조정하는 역할"
현대자동차,쏠라티(EU) 화물 밴,쏠라티 화물 밴,쏠라티 화물 밴,False,2015-10-25,2018-09-29,2020-07-29,2020-07-29,22,22,False,쏠라티(EU) 화물 밴 개조 시 3.5톤 초과 화물자동차 최고속도제한 기준(90KPH) 반영 누락되어 버스 사양과 동일하게 승합자동차 최고속도제한 기준(110KPH) 적용으로 자동차 안전기준 부적합 사항 발생
현대자동차,G70,G70,G70,True,2019-10-23,2019-11-18,2020-07-30,2020-07-30,18,18,False,조향장치(R-MDPS)의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입됨
기아,스팅어,스팅어,STINGER,True,2017-05-15,2020-01-17,2020-07-30,2020-07-30,108,108,False,조향장치(R-MDPS)의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입됨 * 양산차량 68대 : '19.10.8~'20.1.17 A/S차량 40대 : '17.5.15~'19.11.11 ('19.9.20~'20.7.17 기간에 R-MDPS 부품을 교환 받으셨을 경우 문제 부품이 장착되었을 가능성이 있어 점검 및 필요시 교환 조치를 하는 사항입니다)
현대자동차,GV80(JX1),GV80,GV80,True,2020-06-18,2020-07-11,2020-08-06,2020-08-06,1403,1403,True,GV80(JX1) 차량에서 경사로 정차 시 계기판 내 주행가능거리가 과도하게 높게 표시되어 주행가능거리로만 판단 후 지속 운행 시 연료부족으로 인하여 시동이 꺼질 가능성
현대자동차,싼타페(TM PE),싼타페,SANTA FE,True,2020-06-17,2020-08-21,2020-09-04,2020-09-04,2097,2097,True,원격 스마트 주차 보조(RSPA) 기능 작동 시 ESC 모듈 내부 신호 처리 오류로 간헐적으로 제동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템 ※ 자동차 안정성 제어 장치(ESC) : 각 센서 정보를 이용하여 차량의 자세가 불안정할 경우 각 바퀴의 제동력 및 엔진 토크를 제어하여 제동/조향 안정성을 유지하는 장치
기아,쏘렌토(MQ4),쏘렌토,SORENTO,True,2020-02-26,2020-07-16,2020-09-04,2020-09-04,10205,10205,True,원격 스마트 주차 보조(RSPA) 기능 작동 시 ESC 모듈 내부 신호 처리 오류로 간헐적으로 제동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템 ※ 자동차 안정성 제어 장치(ESC) : 각 센서 정보를 이용하여 차량의 자세가 불안정할 경우 각 바퀴의 제동력 및 엔진 토크를 제어하여 제동/조향 안정성을 유지하는 장치
기아,K5(DL3),K5,K5,True,2019-11-18,2020-07-29,2020-09-04,2020-09-04,13317,13317,True,원격 스마트 주차 보조(RSPA) 기능 작동 시 ESC 모듈 내부 신호 처리 오류로 간헐적으로 제동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템 ※ 자동차 안정성 제어 장치(ESC) : 각 센서 정보를 이용하여 차량의 자세가 불안정할 경우 각 바퀴의 제동력 및 엔진 토크를 제어하여 제동/조향 안정성을 유지하는 장치
현대자동차,GV80(JX1),GV80,GV80,True,2019-12-31,2020-09-08,2020-09-17,2020-09-17,8783,8783,False,고압펌프 가공 시 발생된 버(burr)로 인해 구동부 마모 및 연료 압력 형성 불량으로 연료 공급이 되지 않을 수 있음 ※ 버(burr) : 금속재료 가공 시 발생되는 흠집
기아,스팅어(CK),스팅어,STINGER,True,2020-05-11,2020-07-16,2020-09-24,2020-09-24,376,376,False,스팅어(CK) 차량에서 연료탱크 안에 연료는 남아 있지만 연료펌프 작동 불량으로 인하여 연료가 공급되지 않을 경우 시동이 꺼질 가능성
현대자동차,G70(IK),G70,G70,True,2020-03-31,2020-07-20,2020-09-24,2020-09-24,1789,1789,False,G70(IK) 차량에서 연료탱크 안에 연료는 남아 있지만 연료펌프 작동 불량으로 인하여 연료가 공급되지 않을 경우 시동이 꺼질 가능성
기아,그랜버드(GZ PE),그랜버드,그랜버드,False,2020-07-13,2020-09-04,2020-10-08,2020-10-08,12,12,False,그랜버드(GZ PE) 일부 차량에서 연료탱크 상단에 홀(구멍)이 발생되어 연료 만충 시 연료 누유 가능성
현대자동차,코나 전기차 (OS EV),코나 전기차,KONA,True,2017-09-29,2020-03-13,2020-10-16,2020-10-16,25564,25564,True,코나 전기차 OS EV ) 일부 차량에서 만 충 후 주차 중 고전압배터리부에서 일부 배터리셀 제조불량에 의한 내부 단락 합선 으로 차량 화재 발생 가능성
기아,카니발(KA4),카니발,CARNIVAL,True,2020-08-18,2020-09-29,2020-10-23,2020-10-23,82,82,False,디젤 2.2 엔진 연료공급호스 클램프 조립 협력사 변경 이후 클램프 조립 시 일부 느슨하게 체결되는 작업 불량에 의한 연료 누유 발생 가능성
기아,카니발(KA4),카니발,CARNIVAL,True,2020-07-31,2020-10-06,2020-10-23,2020-10-23,4896,4896,False,디젤 2.2 엔진 연료공급호스 클램프 조립 협력사 변경 이후 클램프 조립 시 일부 느슨하게 체결되는 작업 불량에 의한 연료 누유 발생 가능성
현대자동차,싼타페(TM PE),싼타페,SANTA FE,True,2020-07-31,2020-09-22,2020-10-23,2020-10-23,1907,1907,False,디젤 2.2 엔진 연료공급호스 클램프 조립 협력사 변경 이후 클램프 조립 시 일부 느슨하게 체결되는 작업 불량에 의한 연료 누유 발생 가능성
기아,쏘렌토(MQ4),쏘렌토,SORENTO,True,2020-07-30,2020-10-06,2020-10-23,2020-10-23,542,542,False,디젤 2.2 엔진 연료공급호스 클램프 조립 협력사 변경 이후 클램프 조립 시 일부 느슨하게 체결되는 작업 불량에 의한 연료 누유 발생 가능성
현대자동차,투싼(TL),투싼,TUCSON,True,2018-02-27,2019-12-07,2020-11-24,2020-11-24,50317,50317,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
기아,스팅어(CK),스팅어,STINGER,True,2018-05-17,2019-04-30,2020-11-24,2020-11-24,1266,1266,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
기아,모하비(HM),모하비,MOHAVE,False,2020-10-14,2020-10-21,2020-12-03,2020-12-03,12,12,False,해당 공정 신규 작업자 브레이크 파이프 오조립
현대자동차,넥쏘(FE),넥쏘,NEXO,True,2018-01-10,2020-11-17,2020-12-10,2020-12-10,10142,10142,False,IEB 모터 제어 로직의 Fail Safe(고장안전대책) 로직 구성 미흡 * Fail Safe(고장안전대책) : 특정 장치의 고장 시에도 최소한의 안전성을 확보하여 위험을 예방하는 기능
현대자동차,코나(OS) HEV,코나 HEV,KONA,True,2019-08-02,2020-11-17,2020-12-10,2020-12-10,8382,8382,False,IEB 모터 제어 로직의 Fail Safe(고장안전대책) 로직 구성 미흡 * Fail Safe(고장안전대책) : 특정 장치의 고장 시에도 최소한의 안전성을 확보하여 위험을 예방하는 기능
현대자동차,코나(OS) EV,코나 EV,KONA,True,2018-05-11,2020-11-10,2020-12-10,2020-12-10,32343,32343,False,IEB 모터 제어 로직의 Fail Safe(고장안전대책) 로직 구성 미흡 * Fail Safe(고장안전대책) : 특정 장치의 고장 시에도 최소한의 안전성을 확보하여 위험을 예방하는 기능
기아,쏘울(SK3) EV,쏘울 EV,SOUL,True,2019-02-19,2020-11-13,2020-12-10,2020-12-10,1895,1895,False,IEB 모터 제어 로직의 Fail Safe(고장안전대책) 로직 구성 미흡 * Fail Safe(고장안전대책) : 특정 장치의 고장 시에도 최소한의 안전성을 확보하여 위험을 예방하는 기능
현대자동차,G90(HI PE),G90,G90,True,2020-10-30,2020-11-12,2020-12-10,2020-12-10,184,184,True,ECU 누설 검사 장비(협력사)의 밸브 조립 불량으로 기밀 문제가 있는 ECU를 검출 하지 못 함
기아,K3(BD),K3,K3,True,2020-12-22,2020-12-22,2021-01-21,2021-01-21,3,3,False,신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성
기아,니로(DE),니로,NIRO,True,2020-12-21,2020-12-21,2021-01-21,2021-01-21,3,3,False,신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성
기아,니로 전기차(DE EV),니로 전기차,NIRO,True,2020-12-21,2020-12-22,2021-01-21,2021-01-21,18,18,False,신규 작업자에 의해 일부 차량의 운전석 안전띠 높이조절장치 결합부가 규격 대비 낮은 토크로 조립되었을 가능성
현대자동차,GV80(JX1),GV80,GV80,True,2019-12-31,2020-09-08,2021-02-04,2021-02-04,8783,8783,False,고압펌프 리콜 조치 시 연료탱크 점검 미흡으로 리콜 조치 이후 일부 차량에서 시동꺼짐 재발생
현대자동차,투싼(TL),투싼,TUCSON,True,2014-10-08,2020-10-10,2021-02-25,2021-02-25,185030,185030,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
기아,스팅어(CK),스팅어,STINGER,True,2016-11-22,2020-06-19,2021-02-25,2021-02-25,4944,4944,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
현대자동차,코나(OS) EV,코나 EV,KONA,True,2018-05-11,2020-03-13,2021-03-29,2021-03-29,25083,25083,True,현대자동차㈜에서는 LG에너지솔루션㈜ 중국(남경)공장에서 생산된 일부 배터리셀의 제조불량으로 인한 배터리셀 내부 단락(합선)으로 차량 화재 발생 가능성
현대자동차,아이오닉(AAE PE) EV,아이오닉 EV,IONIQ,True,2019-05-02,2019-11-30,2021-03-29,2021-03-29,1314,1314,True,현대자동차㈜에서는 LG에너지솔루션㈜ 중국(남경)공장에서 생산된 일부 배터리셀의 제조불량으로 인한 배터리셀 내부 단락(합선)으로 차량 화재 발생 가능성
현대자동차,일렉시티(LK) EV,일렉시티 EV,EV,True,2017-11-16,2020-03-11,2021-03-29,2021-03-29,302,302,True,현대자동차㈜에서는 LG에너지솔루션㈜ 중국(남경)공장에서 생산된 일부 배터리셀의 제조불량으로 인한 배터리셀 내부 단락(합선)으로 차량 화재 발생 가능성
현대자동차,G80,G80,G80,True,2021-01-22,2021-02-06,2021-03-29,2021-03-29,1324,1324,False,가솔린 2.5 터보 엔진 고압연료파이프 성형 불량에 의한 기밀 저하로 체결부 누유 가능성
현대자동차,GV70,GV70,GV70,True,2021-01-21,2021-02-04,2021-03-29,2021-03-29,829,829,False,가솔린 2.5 터보 엔진 고압연료파이프 성형 불량에 의한 기밀 저하로 체결부 누유 가능성
현대자동차,GV80,GV80,GV80,True,2021-01-21,2021-02-04,2021-03-29,2021-03-29,302,302,False,가솔린 2.5 터보 엔진 고압연료파이프 성형 불량에 의한 기밀 저하로 체결부 누유 가능성
기아,스팅어,스팅어,STINGER,True,2021-01-27,2021-02-05,2021-03-29,2021-03-29,18,18,False,가솔린 2.5 터보 엔진 고압연료파이프 성형 불량에 의한 기밀 저하로 체결부 누유 가능성
현대자동차,G70(IK),G70,G70,True,2017-03-30,2019-10-28,2021-03-31,2021-03-31,12119,12119,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
현대자동차,코나(OS) EV,코나 EV,KONA,True,2019-05-03,2020-01-06,2021-04-23,2021-04-23,170,170,True,현대자동차㈜에서는 LG에너지솔루션㈜ 중국(남경)공장에서 생산된 일부 배터리셀의 제조불량으로 인한 배터리셀 내부 단락(합선)으로 차량 화재 발생 가능성
기아,쏘울EV (SK3 EV),쏘울EV,SOUL,True,2020-01-10,2020-01-11,2021-05-07,2021-05-07,2,2,True,"EPCU와 구동모터 체결부 이종볼트 조립에 의한 볼트 들뜸으로 지속 주행 시 해당 부위 소손이 발생되면 주행 중 경고등 점등 직후 시동꺼짐 발생 가능성 ※ 대상선정 기준 : EPCU와 구동모터간 체결 불량 로트가 조립된 대상 차량(쏘울EV/니로EV)으로 제작연월일 기준 ’20.1/10 ~ 1/15 동안 생산된 차량 중 일 * EPCU 이종볼트 혼입 로트 대상 기간 : ’20. 1/1, 1/6 ※ EPCU (통합전력제어장치, Electric Power Control Unit) : 전기차 모터 구동을 위한 인버터, 직류변환장치를 포함하는 장치"
기아,니로EV (DE EV),니로EV,NIRO EV,True,2020-01-15,2020-01-15,2021-05-07,2021-05-07,14,14,True,"EPCU와 구동모터 체결부 이종볼트 조립에 의한 볼트 들뜸으로 지속 주행 시 해당 부위 소손이 발생되면 주행 중 경고등 점등 직후 시동꺼짐 발생 가능성 ※ 대상선정 기준 : EPCU와 구동모터간 체결 불량 로트가 조립된 대상 차량(쏘울EV/니로EV)으로 제작연월일 기준 ’20.1/10 ~ 1/15 동안 생산된 차량 중 일 * EPCU 이종볼트 혼입 로트 대상 기간 : ’20. 1/1, 1/6 ※ EPCU (통합전력제어장치, Electric Power Control Unit) : 전기차 모터 구동을 위한 인버터, 직류변환장치를 포함하는 장치"
기아,카니발(KA4),카니발,CARNIVAL,True,2021-02-01,2021-04-14,2021-05-11,2021-05-11,2625,2625,False,가솔린 3.5GDI엔진 장착 일부 차량에서 연료레일 튜브 손상
현대자동차,쏠라티(EU),쏠라티,쏠라티,False,2020-10-23,2021-03-08,2021-05-20,2021-05-20,158,158,False,승객좌석 레일 고정용 접착제 배합작업 불량으로 인해 접착력 저하
현대자동차,그랜저(IG),그랜저,GRANDEUR,False,2016-06-21,2021-04-21,2021-05-31,2021-05-31,191661,191661,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
현대자동차,제네시스/G80(DH),제네시스/G80,GENESIS,False,2013-07-10,2020-03-09,2021-05-31,2021-05-31,222084,222084,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
기아,스포티지(QL),스포티지,SPORTAGE,True,2015-03-19,2020-10-23,2021-05-31,2021-05-31,182136,182136,True,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
